CODE,Q1,A1,P/F,Q2
38,광물의 성질에 대해 설명해 주세요.,광물은 화학조성과 결정조성이 모든 측면에서 유사하다는 공통점이 있습니다. 또한 빛을 비출 경우 화학 성분에 따라 색이 다르게 스펙트럼을 조성하기 때문에 화학분석을 합니다. 이는 고전적인 전자현미경분석이 있지만 현재에서는 습식분석을 더 자주 사용하고 있습니다.,F,
38,광물의 성질에 대해 설명해 주세요.,일반적으로 광물은 결정질이 고체인 물질을 통칭하지만 최근 연구 결과로 인해 액체와 기체상태인 광물 역시 발견되고 있습니다. 따라서 광물의 광학적 성질에 대한 인식이 변화되게 되었고 현재는 화학성분의 구성 방식에 따라 광물을 구분하는 화학조성 연구가 힘이 실리고 있습니다.,F,
38,광물의 성질에 대해 설명해 주세요.,"광학적 성질은 크게 구분하면 광물의 물리적 성질에 속하지만, 광물 연구에서 큰비중을 차지하고 있어서 보통 따로 취급하기도 합니다. 광물은 우선 빛이 광물을 투과할 수있는지 없는지에 따라 투명광물과 불투명광물로 구분됩니다. 투명광물의 광학적 성질 연구와 감정을 위해서는 광물의 박편을 제작하여 편광현미경으로 관찰하고, 불투명광물들은 연마편을 제작하여 광석현미경으로 관찰합니다.",P,박편에 대해 설명해 주세요.
38,화산에 대해 설명해 주세요.,"화산은 넓은 대지를 형성하는 곳도 있으나 흔히 원뿔형의 화산체를 이룹니다. 화산활동은 원시지각이 만들어진 이래 지질시대를 통하여 계속 일어났으나, 지각변동과 삭박 또는 매몰되어 화산의 원형은 대부분 파괴되었거나 없어져 버렸습니다. 오늘날 우리가 볼 수 있는 화산은 제3기 말 이후에 있은 화산활동의 산물입니다.",P,화산체가 주로 원뿔형인 이유를 설명해 주세요.
38,화산에 대해 설명해 주세요.,"화산의 활동 여부에 따라 현재 활동 중인 화산을 활화산, 역사에 활동 기록이 남아있으나 지금은 활동하지 않는 화산을 휴화산, 역사에 활동한 기록이 없는 사화산으로 분류합니다. 휴화산의 예로는 한라산을 들 수 있으며 예전에는 휴화산으로 분류되었던 백두산은 최근 활화산으로 규정되고 있습니다.",P,사화산에 예제를 설명해 주세요.
38,화산에 대해 설명해 주세요.,화산이란 마그마가 포함되어있는 산을 의미합니다. 주로 화산은 위험요소가 많지만 연구목적으로 큰 가치를 지니기 때문에 민간은 출입할 수 없게 국제사회에서 규정하고 있습니다. 또한 휴화산이라고 하더라도 마그마가 존재하기 때문에 휴화산 역시 규정의 대상이 됩니다.,F,
38,화산에 대해 설명해 주세요.,"화산은 활동여부에 따라 활화산, 휴화산, 사화산으로 구분됩니다. 휴화산의 경우 화산활동을 쉬고 있으며 사화산 역시 활동을 쉬고 있지만, 그 길이에 따라서 구분합니다. 대부분 1000년을 기준으로 1000년 전에 화산활동이 있었으면 사화산으로 그 전에 있었지만 현재는 활동하지 않은 경우 휴화산이라고 칭합니다.",F,
38,화산에 대해 설명해 주세요.,"화산이란 반드시 원뿔형이 아니어도 됩니다. 지표면 아래에 용암과 마그마를 포함하고 있는 지형이면 화산으로 분류합니다. 또한 각 화산은 운동 시기에 따라 구분하였었지만, 그 운동 시기를 정확하게 예측하기 어려워 현재는 모든 산을 휴화산으로 구분하고 있습니다.",F,
38,화산에 대해 설명해 주세요.,"화산이란 용어는 마그마가 지표로 분출하는 화구로부터 분출물이 쌓여 산체를 이루는 것을 말합니다. 화산은 수 m 크기의 화구로부터 수십 km의 화산체를 지나 수백 km의 화산지대까지에 적용되며, 매우 다양하게 사용됩니다. 화산은 그 모습을 형성하는 다양한 과정을 반영하며, 배관계, 공급률, 마그마 유형 및 분출 양식과 함께 다양한 특징을 나타냅니다.",P,화구에 대해 설명해 주세요.
38,화산의 분출윤회에 대해 설명해 주세요.,"화산은 지하 마그마가 지표로 올라올 때 만들어집니다. 마그마는 위로 올라오는 과정에서 그 지역에 분포하는 단열을 따라 이동하게 되는데, 직선으로 길게 갈라진 단열을 통해 열극분출 일으키며 이때 화염커튼이 만들어지기도 합니다. 반면에 마그마는 2개의 수직 단열대가 교차하는 곳에서 파이프상의 수직화도를 따라 중심분출을 초래하여 대칭적 원추를 형성합니다.",P,단열에 대해 설명해 주세요.
38,화산의 분출윤회에 대해 설명해 주세요.,분출작용이 한 주기의 분출과정으로 끝난다면 단성화산을 형성합니다. 이러한 짧은 과정에도 약간의 차이로 인해 점이적인 변화와 복잡한 과정을 일으킵니다. 더군다나 마그마는 불규칙하고 산발적으로 공급되는 것이 일반적입니다. 따라서 얼마간의 휴식을 가진 후에 다시 활동이 반복적으로 재개되는 여러 주기의 분출과정이 일어난다면 더욱 복잡한 복성화산을 형성합니다.,P,복성화산의 특징을 설명해 주세요.
38,화산의 분출윤회에 대해 설명해 주세요.,화산은 지하의 용암이 지표로 올라오면서 만들어 집니다. 이 과정은 지역에 분포하는 온도차에 의해서 발생하는데 화산 지역의 온도가 낮을 수록 화산의 분출윤회도가 높아집니다. 따라서 대부분의 활화산의 경우 온도가 낮은 지역에 존재합니다.,F,
38,화산의 분출윤회에 대해 설명해 주세요.,"화산이 분출하면서 화산재와 같은 부가적인 침전물이 나타난 뒤, 그 침전물이 전부 퇴적되면 화산의 분출윤회가 끝납니다. 분출윤회는 화산의 운동 주기를 평가하는 중요한 요소로 작용합니다.",F,
38,화산의 분출윤회에 대해 설명해 주세요.,화산은 반복적으로 운동합니다. 여러 주기의 분출과정이 일어난다면 화산의 분출윤회를 측정하기 어렵습니다. 따라서 분출윤회는 화산이 폭발한 시점만을 기준으로 구분되며 그 외의 부가적인 시점은 고려하지 않는다는 특징을 지닙니다.,F,
38,화성암에 대해 설명해 주세요.,화성암이란 마그마가 식어 굳어진 암석입니다. 즉 화성암은 지하에서 생성된 고온의 마그마가 지구 표면으로 상승하면서 지표면 아래 지각 속에서 천천히 냉각되거나 지각의 틈새나 구멍을 통하여 지표로 나와서 공기와 접촉하면서 재빨리 냉각되어 고화된 암석을 말하며. 크게 화산암과 심성암으로 나뉩니다.,P,심성암에 대해 설명해 주세요.
38,화성암에 대해 설명해 주세요.,"화성암은 그 종류가 수없이 많습니다. 다양한 종류의 화성암이 생성되는 까닭은 화학 조성이 동일한 마그마일지라도 고결할 때의 냉각 속도, 고결하는 장소의 차이, 휘발성 성분의 존재 유무 등에 따라 암석의 조직과 광물의 구성이 달라지기 때문입니다. 화성암체는 고결 장소, 크기, 모양에 따라 여러 가지 이름으로 불려집니다.",P,휘발성 성분의 예제를 설명해 주세요.
38,화성암에 대해 설명해 주세요.,화성암이란 용암이 식어 굳어진 암석으로 화성암의 발견을 통해 해당 지역이 과거에 화산활동이 있었는지 알 수 있습니다. 또한 화성암은 주로 용암이 급속하게 냉각됨으로써 생성되기 때문에 틈새가 말끔하고 지구의 표면보다 깊은 내부에 위치하는 경우가 많습니다.,F,
38,화성암에 대해 설명해 주세요.,화성암은 그 종류가 매우 다양합니다. 다양한 종류의 화성암이 존재하지만 크게 그 모습에 따라서 2가지로 분류할 수 있습니다. 표면에 공기구멍이 존재할 경우 이를 현무암이라고 규정하며 공기구멍이 눈으로 식별 불가능 하면 화산암이라고 분류합니다.,F,
38,화성암에 대해 설명해 주세요.,화성암은 화산의 폭발로 인해서 마그마가 분출된 뒤에 화산재가 퇴적되면서 생성된 것을 말합니다. 따라서 화성암은 그 강도가 약하지만 밀도가 빽빽하여 높은 질량을 가지고 있다는 특징을 지닙니다. 또한 화성암은 지구 내부의 구성요소를 파악하는데 주요 기능을 합니다.,F,
38,화성암에 대해 설명해 주세요.,"화성암은 생성환경에 따라 크게 분출암과 관입암으로 나뉘며 관입암은 반심성암과 심성암으로 분류됩니다. 분출암은 화산암과 같은 의미이므로 화성암은 일반적으로 화산암, 반심성암, 심성암으로 나눌 수 있습니다. 마그마가 화산 하부의 마그마 챔버에서 지표면에 도달할 수 있는 원통형의 이동 통로를 화도라고 합니다.",P,분출암에 대해 설명해 주세요.
38,퇴적암에 대해 설명해 주세요.,"암석의 풍화, 화산 분출, 생물 등에 의해 만들어진 물질이 물, 얼음, 공기, 중력 등의 매체에 의해 운반되어 해저면, 호수와 강의 바닥, 사막, 빙하 아래와 같은 다양한 환경의 지표에 쌓이거나 침전된 물질을 퇴적물이라고 합니다. 퇴적암은 퇴적물이 단단하게 변해서 만들어지는 암석입니다.",P,침전에 대해 설명해 주세요.
38,퇴적암에 대해 설명해 주세요.,"퇴적암은 지구 역사의 기록물입니다. 퇴적암을 연구하면 과거 퇴적물이 퇴적될 당시의 퇴적 환경, 기후, 고지리, 지형, 식생 등을 이해할 수 있으며, 속성작용과 매몰, 융기 역사 등 퇴적 이후의 환경 변화에 대해서도 알 수 있습니다. 과거 생명체의 직접적 흔적인 화석 또한 퇴적암에서 발견되기 때문에 생물의 진화에 대한 정보도 얻을 수 있습니다.",P,과거 생명체의 직접적 흔적의 예제를 설명해 주세요.
38,퇴적암에 대해 설명해 주세요.,퇴적암이란 침식된 물질이 한 곳에 모여 퇴적된 물질을 의미합니다. 그 침식된 종류에 따라서 굉장히 다양한 종류가 존재합니다. 또한 퇴적암은 인위적으로 생성가능하기 때문에 지질학적으로 중요한 자료로는 활용될 수 없다는 한계를 지닙니다.,F,
38,퇴적암에 대해 설명해 주세요.,퇴적암은 반드시 화산의 작용에 의해서 생성될 필요는 없습니다. 최근에 200년 전 산업혁명이 시작되었던 지층에서 플라스틱과 비닐이 퇴적되어 만들어진 플라스틱-비닐 퇴적암이 발견되어 세간의 이목을 집중시켰습니다. 이처럼 퇴적암은 퇴적되어 돌이 된 모든 케이스를 포괄하는 개념입니다.,F,
38,퇴적암에 대해 설명해 주세요.,"퇴적암은 경제적 가치가 전무합니다. 화산활동으로 인해서 퇴적물에는 많은 유기물 성분이 함유되어 있지만, 그 유기물에 대한 가치가 산발적이기 때문에 퇴적암의 특징을 규정짓기 어려워 경제적 가치를 가질 수 없습니다. 게다가 환경 변화에 대해 퇴적암은 민감하지 않기 때문에 연구가치도 존재하지 않습니다.",F,
38,퇴적암에 대해 설명해 주세요.,"퇴적암은 경제적 측면에서도 중요합니다. 화석연료인 석유와 천연가스, 석탄 등은 퇴적암 내의 유기물 성분으로부터 만들어진 것이므로, 이들 자원의 생성과 배태, 매장량 정보를 얻기 위해서는 퇴적암에 대해 잘 이해해야 합니다. 이 밖에 퇴적암은 우라늄, 석회석, 암염, 철, 칼륨 등 유용 자원의 주요 공급원이기도 합니다.",P,우라늄에 대해 설명해 주세요.
38,변성암에 대해 설명해 주세요.,"변성암은 기존의 암석, 즉 모암이 변성작용을 경험한 산물로, 그 모암은 화성암, 퇴적암, 다른 변성암 등 모든 종류의 암석이 가능합니다. 조산대나 대륙 강괴 등 대륙지각의 많은 부분이 다양한 변성암으로 구성되며, 지하에서 변성작용을 경험한 후 지구조적 힘에 의한 삭박, 지각평형힘 및 침식으로 인한 융기 등을 거쳐 지표로 노출됩니다.",P,지각평형힘에 대해 설명해 주세요.
38,변성암에 대해 설명해 주세요.,"변성암은 모암의 조성에 관계없이 편응력에 의한 엽리에 발달에 따라 점판암, 천매암, 편암, 편마암으로 구분할 수 있습니다. 벽개가 발달하고 세립질인 점판암, 주로 세립질 운모류의 배열로 정의되는 편리를 갖는 천매암, 중립질 이상의 편리를 갖는 편암, 우백대와 우흑대가 교호하는 편마구조를 보이는 편마암 순으로 변성도가 높습니다.",P,편마암에 대해 설명해 주세요.
38,변성암에 대해 설명해 주세요.,"변성암은 화강암이나 퇴적암이 화학적인 변화를 일으킨 암석을 말합니다. 주로 화학적인 작용은 지하에 존재하는 메탄가스나 수소화합물, 질소화합물을 통해서 이뤄지며 대표적으로 메탄가스에 의해 변화한 천매함, 수소화합물로 인해 변성된 편마암 등이 있습니다.",F,
38,변성암에 대해 설명해 주세요.,변성을 받은 암석을 가리킵니다. 변성이라는 것은 암석의ㅣ 환경이 변화하면서 수반되는 모든 종류의 변화를 지칭하기 떄문에 인우적인 변화 역시 변성암을 생성하기도 합니다. 보통 암석의 성질을 변화시키는 환경 요소로는 열과 압력뿐입니다.,F,
38,변성암에 대해 설명해 주세요.,"암석의 풍화, 퇴적물의 속성작용과 같은 현상은 변성에서 제외됩니다. 이들은 퇴적암과 화성암으로 구분되ㅣ며 변성암석학에서 말하는 변성은 저온 구간에서 일어나는 일들을 포괄하며 150~200도 이상에서 일어나는 변화는 변성작용으로 포함하지 않습니다.",F,
38,변성암에 대해 설명해 주세요.,"점판암, 천매암, 편암 등 저중변성암류는 주로 셰일 등 퇴적암 기원의 변성암에서 잘 정의됩니다. 강한 변형작용의 산물인 압쇄암과 단층 운동으로 인한 단층 가우지 등도 흔합니다. 그라노펠스는 역시 모암의 조성에 관계없이 엽리가 부재한 등방성 조직을 갖는 변성암을 총칭합니다.",P,셰일에 대해 설명해 주세요.
38,마그마에 대해 설명해 주세요.,지구 내부에서 자연적으로 생성되는 것으로 암석이 용융 내지는 부분용융된 것입니다. 마그마 속에는 가스와 고체 입자가 포함되어 있을 수 있으며 지표로 분출할 수도 있고 심부에서 고화될 수도 있습니다. 화성암은 마그마의 고화작용과 관련되어 생성된 암석입니다.,P,용융에 대해 설명해 주세요.
38,마그마에 대해 설명해 주세요.,마그마가 지하 깊은 곳에서 존재할 때는 마그마 속의 가스는 유리되어 있지 않고 마그마 속에 용해되어 있습니다. 그러나 마그마가 화도를 통하여 화구로 접근하면 기압이 떨어지게 되어 녹은 돌과 가스는 분리되기 시작할 것입니다. 이렇게 가스를 분리하고 남은 부분이 용암입니다.,P,용암에 대해 설명해 주세요.
38,마그마에 대해 설명해 주세요.,화산분출물 중 암석이 녹아서 만들어진붉게 빛나는 뜨거운 액체를 가리킵니다. 용암과의 차이점은 용암에서 화학가스가 빠져나간 것을 마그마라고 정의한다. 또한 마그마는 녹은 암석이 덩어리째 분출된 대상을 총칭하는 용어입니다.,F,
38,마그마에 대해 설명해 주세요.,마그마는 용암에 비해 훨씬 낮은 대기압에 놓여있는 용융물이므로 당연히 휘발성 물질이 빠져나가기 용이한 환경에 놓여있다. 그러므로 마그마의 휘발성 성분을 분석하면 용아믜 성분을 대변하기 어렵고 마그마는 녹은 암석이 괴상으로 흐르거나 터저나오는 경우 그 덩이 혹은 그것이 굳은 암석을 지칭한다.,F,
38,마그마에 대해 설명해 주세요.,"화산학에서 마그마에 대한 설명을 할 때 보통 강조되는 것들은 마그마가 흐르는 양상에 대한 것입니다. 그 떄문에 마그마의 흐름 양상을 지배하는 점성이 중요하며, 점성을 지배하는 온도, 성분, 기체함량 등이 마그마를 설명할 때 주로 다뤄집니다.",F,
38,마그마에 대해 설명해 주세요.,"마그마가 모여 있는 공간을 마그마 방이라고 합니다. 마그마 방은 화산으로 물질을 공급할 수도 있고 그대로 고화되어 관입암을 형성할 수도 있습니다. 마그마는 암맥이나 암상의 형태로 주변암석 속으로 관입할 수도 있습니다. 분출암은 흔히 현무암, 안산암, 유문암으로 세분화 합니다.",P,현무암에 대해 설명해 주세요.
38,풍화작용에 대해 설명해 주세요.,"풍화는 지구의 대기, 물, 및 생명체와의 접촉을 통해 바위, 토양, 광물, 목재, 인공 물질 등이 분해되는 현상을 의미합니다. 풍화 작용은 해당 물질이 위치한 자리, 즉 움직임이 없이 동일한 장소에서 일어납니다. 그러므로 풍화작용은 암석 및 광물이 물, 눈, 바람 또는 중력으로 인해 다른 장소로 옮겨지고 퇴적되는 침식 작용과는 혼동되어서는 안 됩니다.",P,침식작용에 대해 설명해 주세요.
38,풍화작용에 대해 설명해 주세요.,"풍화 과정은 크게 물리적 풍화와 화학적 풍화로 분류될 수 있습니다. 물리적 풍화와 화학적 풍화는 각각 생물학적 구성 요소를 포함할 수 있습니다. 물리적 풍화 또는 기계적 풍화 작용은 열, 물, 얼음 및 압력과 같은 대기 조건과의 직접적인 접촉을 통해 암석 및 토양이 분해되는 과정을 의미합니다.",P,대기조건과 풍화과정은 관계를 설명해 주세요.
38,풍화작용에 대해 설명해 주세요.,"풍화작용은 바람에 의해서 화학적,물리적 변화가 일어나는 현상을 총칭합니다. 이는 단순하게 생물체의 털이 바람에 의해서 흩날리거나, 투사체가 바람의 작용으로 속도가 변화하는 것도 해당될 수 있으며, 굉장히 다양하게 발생하고 있습니다.",F,
38,풍화작용에 대해 설명해 주세요.,풍화작용은 화학적 풍화작용과 물리적 풍화작용으로 구분됩니다. 그러나 물리적 풍화작용은 바람의 지속적인 노출을 통해서 이뤄지기 때문에 장기적인 풍화작용이라면 화학적 풍화작용은 화학물에 의해서 단기간에 그 성질이 바뀌는데에서 차이가 발생합니다.,F,
38,풍화작용에 대해 설명해 주세요.,풍화란 지구의 대기 물 및 생명체 모두에게 적용되는 바람에 의한 변화를 말합니다. 단 이떄 바람에 의한 변화는 단순한 변화를 포함하지 않기 때문에 장기적인 변화만을 포함합니다. 또한 풍화작용은 특정한 변이를 일으켜야만 합니다.,F,
38,풍화작용에 대해 설명해 주세요.,"화학적 풍화과정은 생물에 의해 생성된 화학물질 또는 대기의 화학물질이 암석, 토양 및 광물에 직접적인 영향을 미쳐 암석, 토양 및 광물이 분해되는 현상을 의미합니다. 매우 추운 환경이나 매우 건조한 환경에서는 물리적 풍화작용이 두드러지며, 화학적 풍화는 기후가 습하고 뜨거운 환경에서 강렬하게 일어납니다.",P,화학적 풍화와 기후의 관계를 설명해 주세요.
38,토양에 대해 설명해 주세요.,"대부분의 토양은 암석의 풍화물입니다. 지표면이나 지표 근처에 노출된 암석이 산소·물·열작용을 받아 대·소의 입자로 깨진 혼합물과 화학반응 생성물, 유기물로 구성되어 있습니다. 이 풍화 퇴적물질 사이는 공기와 물이 점유하고 있습니다. 이들 3상 사이에 침투·분포되어 있는 식물의 뿌리는 양분과 수분을 흡수하여 생장하므로 토양은 생명현상의 근원이 됩니다.",P,유기물에 대해 설명해 주세요.
38,토양에 대해 설명해 주세요.,"대부분의 토양에서는 고체상은 광물질 입자로 되어 있고, 이들 입자 사이에는 틈이 있어서 기체와 액체가 점유하고 있습니다. 액체상은 주로 강수이며, 토양입자 표면에 흡착되어 수막을 형성하여 미세한 틈을 점유하고 있습니다. 큰 틈에는 토양이 물에 의해서 포화되어 있지 않는 한, 공기가 들어 있어, 대기와 서로 가스교환을 합니다.",P,수막의 기능을 설명해 주세요.
38,토양에 대해 설명해 주세요.,토양이란 암석이 풍화와 침식 과정을 거쳐서 미립자가 된 형태를 의미합니다. 토양은 그 비옥도에 따라서 구분되는데 비옥도는 유기물의 존재 유무에 따라서 구분됩니다. 유기물이 없는 토양이 더 비옥도가 높은 토양으로 평가되고 있습니다.,F,
38,토양에 대해 설명해 주세요.,"대부분의 토양은 많은 유기물을 함유하고 있는데, 이로인해 토양에서 자체적인 생태계가 구축되어 있습니다. 따라서 생태계의 종류에 따라서 토양의 용도가 달라지게 되는데 보통의 경우 토양 생태계가 자립도가 높을 수록 농업에 적합합니다.",F,
38,토양에 대해 설명해 주세요.,토양은 다양한 풍화물이 누적되어 존재하기 때문에 연령을 파악하기 굉장히 어렵습니다. 또한 바람이나 비 등 자연현상에 의해서 끊임없이 뒤섞이기 때문에 대부분 지층의 종합적인 평균 나이를 통해 토양의 나이를 예측하는 정도에 불과합니다.,F,
38,토양에 대해 설명해 주세요.,"토양은 나이를 가지고 있는데, 오래된 토양은 토층분화를 일으켜 표토에서 점토가 밑으로 이동·집적하여 딱딱한 Bt 층을 형성합니다. Bt 층에서는 뿌리의 투과와 투수가 어렵기 때문에 식물생육을 저해합니다. 투수가 안 되면 근권토양이 환원되어 유해물질이 생성되고 작물수확량을 감소시키며 토양의 색도 변합니다.",P,Bt층에 대해 설명해 주세요.
38,유수의 운반작용에 대해 설명해 주세요.,"침식이나 풍화에 의해 생성된 물질이나 화학성분을 유수의 작용으로 운반합니다. 소류는 하천 부근을 구르거나 미끄러지거나 뛰면서 운반이 됩니다. 부류는 유수에 뜬 상태로 운반되는 것을 말합니다. 소류하는 힘은 수면 기울기와 수심에 비례하고, 유속이 2배로 증가되면 부유물질의 양은 몇배로 증가합니다.",P,유속과 유수에 대해 설명해 주세요.
38,유수의 운반작용에 대해 설명해 주세요.,"계곡의 물, 강물, 시냇물 등 흐르는 물을 유수라고 하며, 유수는 물의 양과 물이 흘러가는 속도에 따라 강바닥이나 강기슭을 침식시키고 침식된 물질을 운반하다가 낮은 바닥에 퇴적시켜 지표의 모양을 변화시킵니다. 유수의 작용에는 지표면을 깎는 침식작용, 깎여진 물질을 다른 곳으로 이동시키는 운반작용, 운반된 물질들을 쌓는 퇴적작용이 있습니다.",P,유수의 운반작용에 대해 설명해 주세요.
38,유수의 운반작용에 대해 설명해 주세요.,비가 오거나 하천의 범람으로 인해 토양이나 각종 유기물들이 유수의 흐름에 따라서 이동하게 되는데 이를 유수의 운반작용이라고 합니다. 단 해당 운반은 물이 흐를 수 있는 지역에 한하여 강가나 바다에서만 발생하는 특징을 지닙니다.,F,
38,유수의 운반작용에 대해 설명해 주세요.,유수는 지표의 바깥쪽에서 흐르는 물을 말하며 이는 하천과 바다를 통합합니다. 유수는 지표를 따라서 흐르면서 지표면을 침식시키고 침식물을 운반하여 쌓아두는데 이를 유수의 운반작용이라고 합니다. 또한 유수는 단기간에 걸쳐 지표의 모양을 변화시키는 기능도 합니다.,F,
38,유수의 운반작용에 대해 설명해 주세요.,"유수는 작은 암석에 한해서 영향력을 행사합니다. 큰 기반암의 경우 유수의 힘으로는 밀어내거나 침식시키기 어렵기 떄문입니다. 또 침식이 되기 위해서는 토양 속에 수용성 물질이 굉장히 많아야하며, 물에 녹지 않는 가용성 물질이 존재하지 않아야 합니다.",F,
38,삼각주에 대해 설명해 주세요.,"삼각주는 강에 의해 운반된 퇴적물이 흐름이 거의 없이 고여있는 물을 만났을 때 생기는 지형입니다. 삼각주는 주로 강이 바다, 염하구, 호수 등으로 흘러 들어가는 곳에서 형성됩니다. 삼각주의 크기와 형태는 퇴적물을 공급하는 강 유역의 크기와 퇴적물의 집적, 재동, 운반이 일어나는 분지의 지형학적 특징 및 위치에 의해 결정됩니다.",P,염하구에 대해 설명해 주세요.
38,삼각주에 대해 설명해 주세요.,"삼각주는 과거 농산물 생산 및 거주의 중심지뿐만 아니라, 자연재해로부터 해안선을 방어해주고 식수 공급 역할을 해왔기 때문에 인류문명의 태동에 있어 매우 중요한 역할을 해 왔습니다. 인류문명 뿐만 아니라 삼각주는 다른 동물들의 생태에 있어서도 매우 중요한 퇴적 환경 중에 하나입니다.",P,해안선에 대해 설명해 주세요.
38,삼각주에 대해 설명해 주세요.,강 상류에 형성되는 하천의 퇴적 지형의 일종을 삼각주라고 합니다. 유레는 그리스 역사학자 헤로도토스가 이집트를 방문하였을 때 나일강에 존재하는 섬들이 그리스 문자 감마와 비슷하다고 하여 감마타라라고 하면서 유래되었습니다. 삼각주의 면적은 일정하지만 모양은 불균형하다는 특징이 있습니다.,F,
38,삼각주에 대해 설명해 주세요.,삼각주는 하천이 바다와 만나는 하구에서만 발생합니다. 주로 급격히 경사도가 높아지는 부근에서 하천이 유속이 점차 느려지면서 강물 속의 퇴적물이 바닷물 근처의 염분 등의 전해질에 반응하여 덩어리로 되면서 퇴적되어 형성됩니다.,F,
38,삼각주에 대해 설명해 주세요.,"간혹 두 개의 하천이 하나로 합쳐지는 합류를 삼각주라고 부르는 경우가 존재하지만, 이는 모양만 비슷할 분 삼각주가 아닙니다. 이 지점은 전해질이 존재하지 않으며 하천의 경사가 급격히 높아지지 않기 때문에 삼각주의 정의와 어긋납니다.",F,
38,해수에 대해 설명해 주세요.,해양은 태양계에서 유일하게 지구상에만 존재하는 물의 큰 집합체로서 지구 표면적의 약 71%를 차지합니다. 해양의 형성 시기는 바닷속 화석과 퇴적암의 연령 등의 증거에 의하여 추정해 보면 대략 40억 년 전으로 짐작됩니다. 해수는 비열이 크기 때문에 지구의 온도가 급격히 변하는 것을 막아주어 지구의 온도를 온화하게 유지시키는 역할을 합니다.,P,비열에 대해 설명해 주세요.
38,해수에 대해 설명해 주세요.,"물은 지구 내부에 포함되어 있는 여러 가지 화합물로부터 유래되었고 화산분출물과 함께 지표로 분출하여 대기의 수증기를 이루었으며 수증기는 강수로 해양을 형성하였습니다. 이 과정에서 유수는 지표면을 풍화, 침식시켰고  암석 속의 Na, Mg, Ca, Zn 등의 양이온이 용해되어 해수에 유입되었습니다.",P,양이온의 특징을 설명해 주세요.
38,해수에 대해 설명해 주세요.,"호랑이, 멧돼지와 같이 인간에게 해를 끼치는 동물을 해수라고 합니다. 주로 사람을 공격하는 맹수류가 포함되는 것이 일반적이며 에를 들어 농작물에 피해를 주는 멧돼지, 고라니,. 청서, 너구리, 혹은 민가에 나타난 맹수류, 도심에서 문제를 일으키는 들개나 들고양이들이 포함됩니다.",F,
38,해수에 대해 설명해 주세요.,백제 전지왕대의 대신으로서 해씨가문 출신으로 전지왕의 외척입니다. 전지왕 3년이던 407년에 당시 왜에서 돌아온 전지왕의 즉위에 있어 해씨가문이 결정적인 역할을 했던 것으로 보여지며 이에 대한 보상차원으로 해수로 불리게 되었습니다.,F,
38,해수에 대해 설명해 주세요.,"해수의 수온은 대륙의 지열이나 기후 또는 계절에는 영향을 받지 않지만, 심해 수온의 변화에 따라서 표층해수의온도가 급변하는 경우가 존재합니다. 이를 엘리뇨,라니냐같은 현상을 일으키는 요소로 생각하고 있습니다. 또한 해수의 구성요소는 다양한데 대부분을 마그네슘 이온이 차지하며 뒤이어 염화나트륨 황산염 칼슘이온 등이 포함됩니다.",F,
38,해수에 대해 설명해 주세요.,"지구 표면의 75%를 점유하고 염분을 포함한 물을 말합니다. 지구의 탄생 이전에 주로 대기 중의 수증기나 지구 내부에 포함되어 있었던 수분이 염분을 용해시킨 물로 되어 모인 것으로 생각됩니다. 표준적으로는 해수 1㎏ 중에 약 35g의 염분을 포함하며, 이 가운데 약 80%는 염화나트륨으로 되어 있습니다.",P,용해에 대해 설명해 주세요.
38,해저지형에 대해 설명해 주세요.,"대륙붕의 수심은 35∼240m의 범위를 나타내며, 전세계에 분포하는 대륙붕의 평균수심은 128m입니다. 바다쪽 한계는 기울기가 급변하는 곳이며, 이 부분이 바로 대륙붕과 대륙사면의 경계부분입니다. 대륙붕의 평균기울기는 어느 정도 범위를 가지고 변하나 약 1:500 또는 1km:2m의 기울기를 가집니다.",P,대륙사면에 대해 설명해 주세요.
38,해저지형에 대해 설명해 주세요.,"대륙사면은 대륙붕에서 바다쪽으로 연장된 해저지형으로 비교적 급한 기울기를 가지는 해저입니다. 대륙사면은 평균수심 3,660m까지 발달합니다. 그러나 대륙사면이 깊은 해구로 연결되는 경우에는 8,200m의 수심까지 이릅니다. 대륙사면의 기복은 1,000m 이상에 달하며, 특히 해저협곡에서는 큰 기복이 있습니다.  ",P,해저협곡에 대해 설명해 주세요.
38,해저지형에 대해 설명해 주세요.,해저 지형이란 심해바닥의 지질학적 성질을 의미합니다. 그러나 지구의 운동으로 인해 바다와 육지의 경계가 지속적으로 변화하기 때문에 해저 지형은 대륙 지형과 대부분 동일하며 서식하는 생물의 종류와 생태계의 구조만 다를 뿐입니다.,F,
38,해저지형에 대해 설명해 주세요.,해저지형은 대부분 대륙사면으로 형성되어 있습니다. 대륙사면이란 대륙붕에서 바다쪽으로 연장된 해저지형을 말하는데 비교적 완만한 기울기를 가지고 있는 지형입니다. 또한 대륙사면은 평균수심이 굉장히 낮으며 수심이 깊은 구간에서는 단절된 표면을 지닙니다.,F,
38,해저지형에 대해 설명해 주세요.,"해저 지형은 1m 이하부터~9,000m 이상까지 굉장히 다양하지만, 그 지질학적 성질을 동일하다는 특징을 가지고 있습니다. 또한 인위적인 조작이 가해지지 않아 융기와 침식의 단면을 연구할 수 있는 주요한 자료로서 기능할 뿐더러, 많은 천연자원을 가지고 있지만 아직까지 시추 기술이 개발되지 않아서 본연 그대로의 모습을 가지고 있습니다.",F,
